-0.299 100.1 100.0
-0.298 100.2 100.0
-0.297 100.2 100.0
-0.296 100.3 100.0
-0.295 100.4 100.0
-0.294 100.5 100.0
-0.293 100.5 100.0
-0.292 100.6 100.0
-0.291 100.7 100.0
-0.290 100.8 100.0
-0.289 100.9 100.0
-0.288 101.0 100.0
-0.287 101.1 100.0
-0.286 101.2 100.0
-0.285 101.3 100.0
-0.284 101.5 100.0
-0.283 101.6 100.0
-0.282 101.8 100.0
-0.281 101.9 100.0
-0.280 102.1 100.0
-0.279 102.3 100.0
-0.278 102.4 100.0
-0.277 102.6 100.0
-0.276 102.9 100.0
-0.275 103.1 100.0
-0.274 103.3 100.0
-0.273 103.6 100.0
-0.272 103.9 100.0
-0.271 104.1 100.0
-0.270 104.5 100.0
-0.269 104.8 100.0
-0.268 105.1 100.0
-0.267 105.5 100.0
-0.266 105.9 100.0
-0.265 106.3 100.0
-0.264 106.7 100.0
-0.263 107.2 100.0
-0.262 107.7 100.0
-0.261 108.2 100.0
-0.260 108.8 100.0
-0.259 109.4 100.0
-0.258 110.0 100.0
-0.257 110.7 100.0
-0.256 111.4 100.0
-0.255 112.1 100.0
-0.254 112.9 100.0
-0.253 113.7 100.0
-0.252 114.6 100.0
-0.251 115.5 100.0
-0.250 116.5 100.0
-0.249 117.5 100.0
-0.248 118.5 100.0
-0.247 119.7 100.0
-0.246 120.8 100.0
-0.245 122.1 100.0
-0.244 123.4 100.0
-0.243 124.8 100.0
-0.242 126.2 100.0
-0.241 127.7 100.0
-0.240 129.3 100.0
-0.239 130.9 100.0
-0.238 132.6 100.0
-0.237 134.4 100.0
-0.236 136.3 100.0
-0.235 138.2 100.0
-0.234 140.3 100.0
-0.233 142.4 100.0
-0.232 144.6 100.0
-0.231 146.9 100.0
-0.230 149.3 100.0
-0.229 151.8 100.0
-0.228 154.4 100.0
-0.227 157.1 100.0
-0.226 159.9 100.0
-0.225 162.8 100.0
-0.224 165.8 100.0
-0.223 168.9 100.0
-0.222 172.1 100.0
-0.221 175.5 100.0
-0.220 178.9 100.0
-0.219 182.5 100.0
-0.218 186.2 100.1
-0.217 190.0 100.1
-0.216 193.9 100.1
-0.215 198.0 100.1
-0.214 202.2 100.1
-0.213 206.5 100.1
-0.212 210.9 100.1
-0.211 215.5 100.1
-0.210 220.2 100.1
-0.209 225.1 100.1
-0.208 230.1 100.1
-0.207 235.2 100.1
-0.206 240.5 100.1
-0.205 246.0 100.1
-0.204 251.5 100.1
-0.203 257.3 100.1
-0.202 263.2 100.1
-0.201 269.2 100.1
-0.200 275.4 100.1
-0.199 281.8 100.1
-0.198 288.3 100.1
-0.197 295.0 100.2
-0.196 301.8 100.2
-0.195 308.5 100.2
-0.194 315.4 100.2
-0.193 322.5 100.2
-0.192 329.8 100.2
-0.191 337.2 100.2
-0.190 344.8 100.2
-0.189 352.6 100.2
-0.188 360.5 100.2
-0.187 368.7 100.2
-0.186 377.0 100.3
-0.185 385.6 100.3
-0.184 394.3 100.3
-0.183 403.2 100.3
-0.182 412.3 100.3
-0.181 421.6 100.3
-0.180 431.1 100.3
-0.179 440.8 100.3
-0.178 450.7 100.4
-0.177 460.9 100.4
-0.176 471.2 100.4
-0.175 481.8 100.4
-0.174 492.5 100.4
-0.173 503.5 100.4
-0.172 514.7 100.4
-0.171 526.1 100.5
-0.170 537.8 100.5
-0.169 549.7 100.5
-0.168 561.8 100.5
-0.167 574.1 100.5
-0.166 586.7 100.6
-0.165 599.5 100.6
-0.164 612.5 100.6
-0.163 625.8 100.6
-0.162 639.3 100.6
-0.161 653.1 100.7
-0.160 667.1 100.7
-0.159 681.4 100.7
-0.158 695.9 100.7
-0.157 710.7 100.8
-0.156 725.7 100.8
-0.155 741.0 100.8
-0.154 756.6 100.9
-0.153 772.4 100.9
-0.152 788.5 100.9
-0.151 804.9 100.9
-0.150 821.5 101.0
-0.149 838.4 101.0
-0.148 855.6 101.0
-0.147 873.1 101.1
-0.146 890.8 101.1
-0.145 908.8 101.1
-0.144 927.2 101.2
-0.143 945.8 101.2
-0.142 964.7 101.2
-0.141 983.9 101.3
-0.140 1003.4 101.3
-0.139 1023.2 101.4
-0.138 1043.3 101.4
-0.137 1063.7 101.4
-0.136 1084.4 101.5
-0.135 1105.5 101.5
-0.134 1126.8 101.6
-0.133 1148.4 101.6
-0.132 1170.4 101.7
-0.131 1192.7 101.7
-0.130 1215.3 101.8
-0.129 1238.3 101.8
-0.128 1261.5 101.9
-0.127 1285.1 101.9
-0.126 1309.1 102.0
-0.125 1333.3 102.0
-0.124 1357.9 102.1
-0.123 1382.9 102.1
-0.122 1408.2 102.2
-0.121 1433.8 102.2
-0.120 1459.8 102.3
-0.119 1486.1 102.4
-0.118 1512.7 102.4
-0.117 1539.7 102.5
-0.116 1567.1 102.5
-0.115 1594.8 102.6
-0.114 1622.9 102.7
-0.113 1651.3 102.7
-0.112 1680.0 102.8
-0.111 1709.1 102.9
-0.110 1738.6 103.0
-0.109 1768.4 103.0
-0.108 1798.5 103.1
-0.107 1829.0 103.2
-0.106 1859.8 103.3
-0.105 1891.0 103.3
-0.104 1922.4 103.4
-0.103 1954.3 103.5
-0.102 1986.4 103.6
-0.101 2018.8 103.7
-0.100 2051.6 103.7
-0.099 2084.7 103.8
-0.098 2118.0 103.9
-0.097 2151.7 104.0
-0.096 2185.6 104.1
-0.095 2219.8 104.2
-0.094 2254.2 104.3
-0.093 2288.9 104.4
-0.092 2323.9 104.5
-0.091 2359.0 104.6
-0.090 2394.4 104.7
-0.089 2430.0 104.8
-0.088 2465.8 104.9
-0.087 2501.7 105.0
-0.086 2537.9 105.1
-0.085 2574.1 105.2
-0.084 2610.6 105.3
-0.083 2647.1 105.4
-0.082 2683.8 105.5
-0.081 2720.6 105.6
-0.080 2757.4 105.8
-0.079 2794.4 105.9
-0.078 2831.4 106.0
-0.077 2868.5 106.1
-0.076 2905.6 106.2
-0.075 2942.8 106.3
-0.074 2980.0 106.5
-0.073 3017.2 106.6
-0.072 3054.5 106.7
-0.071 3091.7 106.9
-0.070 3129.0 107.0
-0.069 3166.2 107.1
-0.068 3203.4 107.2
-0.067 3240.6 107.4
-0.066 3277.8 107.5
-0.065 3314.9 107.7
-0.064 3352.0 107.8
-0.063 3389.0 107.9
-0.062 3426.0 108.1
-0.061 3463.0 108.2
-0.060 3499.9 108.4
-0.059 3536.7 108.5
-0.058 3573.5 108.7
-0.057 3610.2 108.8
-0.056 3646.8 109.0
-0.055 3683.4 109.1
-0.054 3719.8 109.3
-0.053 3756.3 109.4
-0.052 3792.6 109.6
-0.051 3828.9 109.7
-0.050 3865.0 109.9
-0.049 3901.1 110.1
-0.048 3937.1 110.2
-0.047 3973.0 110.4
-0.046 4008.8 110.5
-0.045 4044.5 110.7
-0.044 4080.1 110.9
-0.043 4115.6 111.0
-0.042 4151.1 111.2
-0.041 4186.4 111.4
-0.040 4221.6 111.6
-0.039 4256.7 111.7
-0.038 4291.7 111.9
-0.037 4326.6 112.1
-0.036 4361.4 112.3
-0.035 4396.0 112.4
-0.034 4430.6 112.6
-0.033 4465.0 112.8
-0.032 4499.3 113.0
-0.031 4533.5 113.2
-0.030 4567.5 113.4
-0.029 4601.4 113.5
-0.028 4635.2 113.7
-0.027 4668.8 113.9
-0.026 4702.2 114.1
-0.025 4735.5 114.3
-0.024 4768.7 114.5
-0.023 4801.7 114.7
-0.022 4834.6 114.9
-0.021 4867.3 115.1
-0.020 4899.8 115.3
-0.019 4932.2 115.5
-0.018 4964.4 115.7
-0.017 4996.4 115.9
-0.016 5028.3 116.1
-0.015 5059.9 116.3
-0.014 5091.4 116.5
-0.013 5122.7 116.7
-0.012 5153.8 116.9
-0.011 5184.7 117.1
-0.010 5215.4 117.3
-0.009 5245.9 117.5
-0.008 5276.2 117.7
-0.007 5306.3 117.9
-0.006 5336.1 118.2
-0.005 5365.7 118.4
-0.004 5395.1 118.6
-0.003 5424.3 118.8
-0.002 5453.2 119.0
-0.001 5481.9 119.2
0.000 5510.3 119.4
0.001 5538.5 119.7
0.002 5566.5 119.9
0.003 5594.2 120.1
0.004 5621.6 120.3
0.005 5648.8 120.5
0.006 5675.7 120.8
0.007 5702.3 121.0
0.008 5728.7 121.2
0.009 5754.8 121.4
0.010 5780.6 121.7
0.011 5806.1 121.9
0.012 5831.4 122.1
0.013 5856.3 122.3
0.014 5881.0 122.6
0.015 5905.3 122.8
0.016 5929.4 123.0
0.017 5953.2 123.3
0.018 5976.6 123.5
